year,date,start_timestamp,end_timestamp,strip_group,location,gallons,notes
,2023-07-27,2023-07-27 10:00:00,2023-07-27 17:29:00,S3_S4,east,50400.0,STARTED WATER AFTER MOWING STRIPS 3&4. FLOW DROPPED PRIOR TO LEAVING SO I OPENED GATE VALVE EVEN MORE TO INCREASE FLOW BACK TO 200 GPM. JIMMY CALLED AT 4:13 PM TO LET ME KNOW HE SHUT OURS DOWN SO THEY COULD WATER OTHER FIELDS. THIS WAS AFTER CONFIRMING THIS DAY WAS A GOOD DAY TO WATER. LOTS OF RAIN 7/31-8/2.
,2023-08-05,2023-08-05 08:48:00,2023-08-05 14:56:00,S1_S2,west,98500.0,WATERED SIMULTANEOULSY WITH STRIPS 3&4 FOR A PORTION OF THE MORNING. DOUBLE CHECK NUMBERS AT END OF TRIAL. WATERED EVENLY DOWN TO END OF FIELD.
,2023-08-05,2023-08-05 08:51:00,2023-08-05 11:03:00,S3_S4,east,36600.0,"JIM AND PERRY CALLED ABOUT 10AM AND SAID LINEAR SYSTEM SHUT OFF. MAY OR MAY NOT BE DUE TO WATERING BOTH FIELDS AT ONCE. PERRY SAID LINEAR LIKELY SHUT OFF IN MIDDLE OF NIGHT SO PROBABLY NOT. BUT I TURNED OFF STRIPS 3&4 ANYWAYS. VISUALLY, EAST SIDE OF STRIP 4 IS DRY DUE TO FLOWS DROPPING DURING PREVIOUS WATERINGS. THIS AREA DIDNT GET SOAKED AGAIN DUE TO HAVING TO TURN OFF WATER PREMATURELY."
,2023-08-10,2023-08-10 13:57:00,2023-08-10 19:37:00,S3_S4,east,105700.0,HOLLY STARTED THE WATER AND I TURNED IT OFF. EAST HALF OF STRIP 4 GOT SOME WATER BUT STILL NOT GREAT WATERING. IVE DETERMINED WATER IS LEAKING NEAR THE GATED PIPE TRAVELING  BACK UP AND THEN DOWN OTHER FURROWS. I STARTED MOVING DIRT TO CORRECT THIS ON 8/16/23
,2023-08-24,2023-08-24 13:47:00,2023-08-24 18:16:00,S1_S2,west,60250.0,"WATERED SIMULTANEOULSY WITH STRIPS 3&4. DOUBLE CHECK NUMBERS AT END OF TRIAL. STARTED WATER AFTER DIRTWORK, FIELD NOT LEAKING, FURROWS FILLING MUCH BETTER."
,2023-08-24,2023-08-24 13:47:00,2023-08-24 18:16:00,S3_S4,east,60250.0,"WATERED SIMULTANEOULSY WITH STRIPS 3&4. DOUBLE CHECK NUMBERS AT END OF TRIAL. STARTED WATER AFTER DIRTWORK, FIELD NOT LEAKING, FURROWS FILLING MUCH BETTER."
,2023-09-07,2023-09-07 07:38:00,2023-09-07 18:19:00,S3_S4,east,157700.0,"LONG WATERING, FURROWS FULL OF WATER ALL THE WAY TO END AND IN EASTERN-MOST FURROWS."
,2023-09-21,2023-09-21 09:07:00,2023-09-21 16:09:00,S1_S2,west,75300.0,FLOW WAS NOT ENOUGH TO WATER ALL STRIPS AT SAME TIME DUE TO SRI WATERING HIS FIELDS AT THE SAME TIME.
,2023-09-22,2023-09-22 07:20:00,2023-09-22 16:18:00,S3_S4,east,144600.0,WATER VALVE OPENED QUITE A WAYS TO ACHIEVE EVEN 200 GPM. OTHER FIELDS LIKELY DRAWING FLOWS. WOULD NOT GO ABOVE 200 GPM. INCREASE IN FLOW RATE MEANS SOMEONE ELSE TURNED WATER OFF DURING THIS WATERING SESSION.
,2024-04-19,2024-04-19 14:14:00,2024-04-19 21:33:00,S3_S4,east,109750.0,"Flow meter was restricted due to a pack rat nest, thus no data is available. All data estimated. Flushed pipes prior to irrigation and removed rat nests from both ends of gated pipes."
,2024-04-20,2024-04-20 10:11:00,2024-04-20 17:54:00,S1_S2,west,125900.0,Repaired meter prior to watering.
,2024-05-03,2024-05-03 08:37:00,2024-05-03 15:28:00,S3_S4,east,89200.0,Some HOBO sensors did not get submerged in water.
,2024-05-11,2024-05-11 06:55:00,2024-05-11 16:18:00,S1_S2,west,133000.0,HOBO sensors accidentaly placed in Strips 3 & 4.
,2024-05-17,2024-05-17 13:31:00,2024-05-17 19:09:00,S3_S4,east,95100.0,Did not use HOBOs. Seen I needed to water that very day.
,2024-06-01,2024-06-01 08:29:00,2024-06-01 17:57:00,S3_S4,east,122900.0,Jerry placed hobos on Thursday.
,2024-06-01,2024-06-01 18:05:00,2024-06-02 07:46:00,S1_S2,west,162500.0,Turned off morning of 6/2 @ 7:46am
,2024-06-15,2024-06-15 07:29:00,2024-06-15 16:13:00,S3_S4,east,105000.0,HOBO sensors were used and collected.
,2024-06-22,2024-06-22 08:00:00,2024-06-22 15:49:00,S1_S2,west,94200.0,HOBO sensors used and collected. Jerry placed and Michael collected.
,2024-06-28,2024-06-28 08:19:00,2024-06-28 14:44:00,S3_S4,east,79300.0,HOBO sensors used and collected. Michael placed and collected.
,2024-07-11,2024-07-11 10:01:00,2024-07-11 17:39:00,S3_S4,east,93100.0,"Jerry and I removed 6"" sensor from S4B on Friday afternoon. Will replace sensor on 7/13/24."
,2024-07-20,2024-07-20 08:54:00,2024-07-20 17:43:00,S1_S2,west,111100.0,
,2024-07-26,2024-07-26 19:02:00,2024-07-27 07:21:00,S3_S4,east,143700.0,Watered overnight.
,2024-08-09,2024-08-09 08:45:00,2024-08-09 15:50:00,S3_S4,east,93800.0,
,2024-08-10,2024-08-10 08:50:00,2024-08-10 20:38:00,S1_S2,west,169400.0,
,2024-08-23,2024-08-23 09:32:00,2024-08-23 15:04:00,S3_S4,east,60300.0,
,2024-09-06,2024-09-06 09:33:00,2024-09-06 16:29:00,S3_S4,east,97900.0,
,2024-09-07,2024-09-07 08:23:00,2024-09-07 16:16:00,S1_S2,west,106000.0,
,2024-09-20,2024-09-20 14:27:00,2024-09-20 17:52:00,S3_S4,east,32900.0,Had issues with linear which forced me to interupt watering session.
,2024-10-04,2024-10-04 11:55:00,2024-10-04 18:02:00,S3_S4,east,94400.0,
,2024-10-18,2024-10-18 09:34:00,2024-10-18 17:17:00,S3_S4,east,107100.0,"Performed surface runoff test with acclima sensors. Loggers did not log data, so no results."
,2025-04-20,2025-04-20 08:15:00,2025-04-21 06:28:00,S1_S2,west,264600.0,RAN OVERNIGHT. FLOW METER AT 400GPM.
,2025-04-20,2025-04-20 08:15:00,2025-04-21 06:28:00,S3_S4,east,264600.0,RAN OVERNIGHT. FLOW METER AT 400GPM.
,2025-05-03,2025-05-03 19:10:00,2025-05-04 08:21:00,S3_S4,east,153500.0,STARTED FRIDAY EVENING RAN OVERNIGHT.
,2025-05-17,2025-05-17 15:36:00,2025-05-18 07:37:00,S1_S2,west,184900.0,STARTED FRIDAY EVENING RAN OVERNIGHT.
,2025-05-28,2025-05-28 18:58:00,2025-05-29 07:30:00,S1_S2,west,128500.0,WATERED OVERNIGHT.
,2025-05-28,2025-05-28 18:58:00,2025-05-29 07:30:00,S3_S4,east,128500.0,WATERED OVERNIGHT.
,2025-06-13,2025-06-13 10:49:00,2025-06-13 19:16:00,S3_S4,east,113800.0,STAFF TURNED ON VALVE TEMPORARILY WHEN REPAIRING A NEARBY VALVE: REASON FOR METER DISCREPANCY.
,2025-06-27,2025-06-27 15:33:00,2025-06-28 07:49:00,S1_S2,west,191000.0,
,2025-06-28,2025-06-28 08:50:00,2025-06-28 16:15:00,S3_S4,east,87100.0,
,2025-07-11,2025-07-11 08:30:00,2025-07-11 18:12:00,S3_S4,east,92800.0,
,2025-07-26,2025-07-26 08:45:00,2025-07-26 17:50:00,S1_S2,west,106450.0,
,2025-07-26,2025-07-26 08:45:00,2025-07-26 17:50:00,S3_S4,east,106450.0,
,2025-08-08,2025-08-08 13:14:00,2025-08-08 19:28:00,S3_S4,east,77500.0,
,2025-08-22,2025-08-22 09:07:00,2025-08-22 19:04:00,S1_S2,west,61250.0,TURNED OFF FROM APX. 9:45AM - 11AM FOR SYSTEM REPAIRS.
,2025-08-22,2025-08-22 09:07:00,2025-08-22 19:04:00,S3_S4,east,61250.0,TURNED OFF FROM APX. 9:45AM - 11AM FOR SYSTEM REPAIRS.
,2025-09-20,2025-09-20 10:42:00,2025-09-20 17:31:00,S1_S2,west,172200.0,WATERED AT THE SAME TIME.
,2025-09-20,2025-09-20 10:42:00,2025-09-20 17:31:00,S3_S4,east,172200.0,WATERED AT THE SAME TIME.
,2025-10-04,2025-10-04 10:12:00,2025-10-04 17:06:00,S3_S4,east,103600.0,
