timestamp,BattV_Min_S1_T,VWC_1_raw_S1_T,EC_1_raw_S1_T,T_1_raw_S1_T,VWC_2_raw_S1_T,EC_2_raw_S1_T,T_2_raw_S1_T,VWC_3_raw_S1_T,EC_3_raw_S1_T,T_3_raw_S1_T,BattV_Min_S1_M,VWC_1_raw_S1_M,EC_1_raw_S1_M,T_1_raw_S1_M,VWC_2_raw_S1_M,EC_2_raw_S1_M,T_2_raw_S1_M,VWC_3_raw_S1_M,EC_3_raw_S1_M,T_3_raw_S1_M,BattV_Min_S1_B,VWC_1_raw_S1_B,EC_1_raw_S1_B,T_1_raw_S1_B,VWC_2_raw_S1_B,EC_2_raw_S1_B,T_2_raw_S1_B,VWC_3_raw_S1_B,EC_3_raw_S1_B,T_3_raw_S1_B,BattV_Min_S2_T,VWC_1_raw_S2_T,EC_1_raw_S2_T,T_1_raw_S2_T,VWC_2_raw_S2_T,EC_2_raw_S2_T,T_2_raw_S2_T,VWC_3_raw_S2_T,EC_3_raw_S2_T,T_3_raw_S2_T,BattV_Min_S2_M,VWC_1_raw_S2_M,EC_1_raw_S2_M,T_1_raw_S2_M,VWC_2_raw_S2_M,EC_2_raw_S2_M,T_2_raw_S2_M,VWC_3_raw_S2_M,EC_3_raw_S2_M,T_3_raw_S2_M,BattV_Min_S2_B,VWC_1_raw_S2_B,EC_1_raw_S2_B,T_1_raw_S2_B,VWC_2_raw_S2_B,EC_2_raw_S2_B,T_2_raw_S2_B,VWC_3_raw_S2_B,EC_3_raw_S2_B,T_3_raw_S2_B,BattV_Min_S3_T,VWC_1_raw_S3_T,EC_1_raw_S3_T,T_1_raw_S3_T,VWC_2_raw_S3_T,EC_2_raw_S3_T,T_2_raw_S3_T,VWC_3_raw_S3_T,EC_3_raw_S3_T,T_3_raw_S3_T,BattV_Min_S3_M,VWC_1_raw_S3_M,EC_1_raw_S3_M,T_1_raw_S3_M,VWC_2_raw_S3_M,EC_2_raw_S3_M,T_2_raw_S3_M,VWC_3_raw_S3_M,EC_3_raw_S3_M,T_3_raw_S3_M,BattV_Min_S3_B,VWC_1_raw_S3_B,EC_1_raw_S3_B,T_1_raw_S3_B,VWC_2_raw_S3_B,EC_2_raw_S3_B,T_2_raw_S3_B,VWC_3_raw_S3_B,EC_3_raw_S3_B,T_3_raw_S3_B,BattV_Min_S4_T,VWC_1_raw_S4_T,EC_1_raw_S4_T,T_1_raw_S4_T,VWC_2_raw_S4_T,EC_2_raw_S4_T,T_2_raw_S4_T,VWC_3_raw_S4_T,EC_3_raw_S4_T,T_3_raw_S4_T,BattV_Min_S4_M,VWC_1_raw_S4_M,EC_1_raw_S4_M,T_1_raw_S4_M,VWC_2_raw_S4_M,EC_2_raw_S4_M,T_2_raw_S4_M,VWC_3_raw_S4_M,EC_3_raw_S4_M,T_3_raw_S4_M,BattV_Min_S4_B,VWC_1_raw_S4_B,EC_1_raw_S4_B,T_1_raw_S4_B,VWC_2_raw_S4_B,EC_2_raw_S4_B,T_2_raw_S4_B,VWC_3_raw_S4_B,EC_3_raw_S4_B,T_3_raw_S4_B,temp_air_degF,rh_%,dewpoint_degF,vapor_pressure_psi,solar_rad_Wm2,precip_in,wind_speed_mph,wind_dir_degN,soil_temp_2in_degF,soil_temp_6in_degF,SWC_1_raw_S1_T,SWC_1_raw_S1_M,SWC_1_raw_S1_B,SWC_1_raw_S2_T,SWC_1_raw_S2_M,SWC_1_raw_S2_B,SWC_1_raw_S3_T,SWC_1_raw_S3_M,SWC_1_raw_S3_B,SWC_1_raw_S4_T,SWC_1_raw_S4_M,SWC_1_raw_S4_B,VWC_1_ratio_S1_S2_T,VWC_2_ratio_S1_S2_T,VWC_3_ratio_S1_S2_T,VWC_1_ratio_S1_S2_M,VWC_2_ratio_S1_S2_M,VWC_3_ratio_S1_S2_M,VWC_1_ratio_S1_S2_B,VWC_2_ratio_S1_S2_B,VWC_3_ratio_S1_S2_B,VWC_1_ratio_S3_S4_T,VWC_2_ratio_S3_S4_T,VWC_3_ratio_S3_S4_T,VWC_1_ratio_S3_S4_M,VWC_2_ratio_S3_S4_M,VWC_3_ratio_S3_S4_M,VWC_1_ratio_S3_S4_B,VWC_2_ratio_S3_S4_B,VWC_3_ratio_S3_S4_B,T_1_ratio_S1_S2_T,T_2_ratio_S1_S2_T,T_3_ratio_S1_S2_T,T_1_ratio_S1_S2_M,T_2_ratio_S1_S2_M,T_3_ratio_S1_S2_M,T_1_ratio_S1_S2_B,T_2_ratio_S1_S2_B,T_3_ratio_S1_S2_B,T_1_ratio_S3_S4_T,T_2_ratio_S3_S4_T,T_3_ratio_S3_S4_T,T_1_ratio_S3_S4_M,T_2_ratio_S3_S4_M,T_3_ratio_S3_S4_M,T_1_ratio_S3_S4_B,T_2_ratio_S3_S4_B,T_3_ratio_S3_S4_B,EC_1_ratio_S1_S2_T,EC_2_ratio_S1_S2_T,EC_3_ratio_S1_S2_T,EC_1_ratio_S1_S2_M,EC_2_ratio_S1_S2_M,EC_3_ratio_S1_S2_M,EC_1_ratio_S1_S2_B,EC_2_ratio_S1_S2_B,EC_3_ratio_S1_S2_B,EC_1_ratio_S3_S4_T,EC_2_ratio_S3_S4_T,EC_3_ratio_S3_S4_T,EC_1_ratio_S3_S4_M,EC_2_ratio_S3_S4_M,EC_3_ratio_S3_S4_M,EC_1_ratio_S3_S4_B,EC_2_ratio_S3_S4_B,EC_3_ratio_S3_S4_B,SWC_1_ratio_S1_S2_T,SWC_1_ratio_S1_S2_M,SWC_1_ratio_S1_S2_B,SWC_1_ratio_S3_S4_T,SWC_1_ratio_S3_S4_M,SWC_1_ratio_S3_S4_B
2024-04-17,13.2960,0.1468,0.1691,12.5183,0.1343,0.1673,12.0670,0.1657,0.1831,11.4845,13.2219,0.1119,0.0881,13.5646,0.1494,0.1922,12.7295,0.2540,0.5824,12.2082,13.1959,0.2359,0.8939,15.1748,0.2774,1.3488,14.1564,0.2361,1.4490,13.3977,13.2260,0.1300,0.1596,14.2179,0.1830,0.3844,12.9528,0.2546,0.6376,12.3472,13.2575,0.1192,0.2009,14.0939,0.1340,0.2768,13.3109,0.1554,0.1612,12.7756,13.1332,0.0898,0.1332,14.9739,0.0752,0.1845,13.9247,0.1082,0.2022,13.2191,13.1912,0.1228,0.1591,14.2433,0.1712,0.3162,12.9134,0.2546,0.5359,12.3081,12.2166,0.1339,0.2224,13.1423,0.1952,0.2520,12.7067,0.1769,0.1636,12.2769,13.2193,0.1135,0.1650,14.7537,0.1369,0.2261,13.8371,0.0948,0.0938,12.9960,13.3085,0.0817,0.0886,13.0719,0.1390,0.2154,12.8304,0.2061,0.2239,12.2844,13.2096,0.0765,0.1017,14.1510,0.0771,0.1393,13.2558,0.0939,0.1967,12.6605,13.2446,0.0823,0.2650,17.1873,0.2151,0.9959,15.3165,0.1414,0.5635,13.7322,56.8613,0.4108,28.8979,0.0787,287.2401,0.0000,5.9504,185.5792,54.4024,53.9432,0.1531,0.1923,0.2464,0.2055,0.1410,0.0954,0.2008,0.1707,0.1100,0.1582,0.0854,0.1450,1.1296,0.7340,0.6511,0.9381,1.1149,1.6342,2.6251,3.6899,2.1819,1.5032,1.2320,1.2353,1.7502,2.5322,1.8833,1.3743,0.6268,0.6620,0.8970,0.9328,0.9302,0.9654,0.9565,0.9556,1.0123,1.0166,1.0136,1.0858,1.0065,1.0020,0.9363,0.9591,0.9697,0.9609,0.9734,0.9709,1.0626,0.4353,0.2872,0.4389,0.6942,3.6126,6.7158,7.3096,7.1688,1.7945,1.4682,2.3935,2.1903,1.8087,0.8318,0.6347,0.2280,0.1667,0.7451,1.3636,2.5837,1.2692,1.9998,0.7499
2024-04-18,13.3148,0.1467,0.1709,13.2124,0.1343,0.1689,12.5909,0.1641,0.1828,11.8393,13.2396,0.1122,0.0888,14.3755,0.1494,0.1936,13.3107,0.2459,0.5707,12.6278,13.2197,0.2389,0.8879,16.1098,0.2767,1.3562,14.8801,0.2348,1.4495,13.9293,13.2494,0.1291,0.1606,14.9894,0.1811,0.3852,13.5724,0.2520,0.6401,12.7985,13.2741,0.1192,0.2041,14.9260,0.1322,0.2779,13.9732,0.1471,0.1559,13.2812,13.1635,0.0898,0.1346,15.9177,0.0744,0.1854,14.6776,0.1024,0.1969,13.7881,13.2153,0.1233,0.1617,15.0770,0.1703,0.3199,13.4956,0.2505,0.5293,12.7173,12.2644,0.1305,0.2201,13.8298,0.1913,0.2510,13.2693,0.1719,0.1622,12.7380,13.2431,0.1104,0.1614,15.6542,0.1315,0.2183,14.5722,0.0930,0.0937,13.5449,13.3202,0.0814,0.0893,13.7833,0.1380,0.2147,13.4067,0.2019,0.2230,12.7110,13.2358,0.0765,0.1030,15.1043,0.0767,0.1405,13.9514,0.0930,0.1964,13.1710,13.2639,0.0818,0.2587,16.6584,0.2113,0.9782,14.7978,0.1408,0.5579,13.9060,59.5257,0.3528,29.1356,0.0795,256.2001,0.0000,6.9248,249.6632,55.2815,54.9173,0.1523,0.1884,0.2463,0.2036,0.1364,0.0923,0.1987,0.1664,0.1070,0.1558,0.0848,0.1437,1.1363,0.7417,0.6513,0.9417,1.1302,1.6718,2.6578,3.7208,2.2931,1.5140,1.2339,1.2407,1.7056,2.4934,1.8482,1.3504,0.6227,0.6601,0.8920,0.9284,0.9251,0.9646,0.9527,0.9508,1.0114,1.0138,1.0103,1.0914,1.0067,1.0005,0.9206,0.9514,0.9671,0.9541,0.9851,0.9740,1.0663,0.4384,0.2855,0.4351,0.6967,3.6621,6.6030,7.3158,7.3653,1.8090,1.4902,2.3732,2.1392,1.7866,0.8261,0.6255,0.2231,0.1680,0.7483,1.3810,2.6697,1.2749,1.9619,0.7444
2024-04-19,13.3135,0.1467,0.1728,13.8754,0.1344,0.1708,13.1468,0.1628,0.1831,12.2773,13.2387,0.1123,0.0891,15.1079,0.1496,0.1950,13.9219,0.2380,0.5594,13.1307,13.2131,0.2409,0.8770,16.8710,0.2765,1.3594,15.5879,0.2337,1.4513,14.5274,13.2479,0.1285,0.1608,15.5206,0.1792,0.3864,14.1351,0.2490,0.6438,13.2770,13.2734,0.1192,0.2069,15.6416,0.1306,0.2791,14.6134,0.1384,0.1497,13.8213,13.1584,0.0899,0.1347,16.5914,0.0738,0.1860,15.3486,0.0964,0.1902,14.3796,13.2159,0.2091,0.2792,15.4884,0.2203,0.4485,14.5095,0.2812,0.6095,13.5279,12.2133,0.2100,0.2741,14.6154,0.2405,0.3080,14.2986,0.2157,0.1984,13.8006,13.2434,0.1824,0.2334,16.0801,0.1799,0.2854,15.6194,0.1442,0.1219,14.7969,13.3207,0.2055,0.2182,14.4355,0.2286,0.3387,14.3155,0.2645,0.2802,13.7758,13.2306,0.1193,0.1479,15.8890,0.1012,0.1848,14.7895,0.0971,0.2081,13.8331,13.2648,0.0814,0.2555,17.2760,0.2121,0.9846,15.4774,0.1409,0.5778,14.5077,60.8099,0.3034,27.7172,0.0751,200.7981,0.0000,5.4704,206.9569,56.3209,55.9230,0.1516,0.1845,0.2462,0.2014,0.1316,0.0891,0.2480,0.2205,0.1627,0.2408,0.1036,0.1439,1.1413,0.7497,0.6537,0.9428,1.1456,1.7208,2.6803,3.7459,2.4258,1.2675,1.0718,1.1194,1.9620,2.6995,2.2259,2.2236,0.8462,1.0201,0.8999,0.9305,0.9247,0.9668,0.9528,0.9500,1.0163,1.0155,1.0103,1.0712,1.0138,0.9842,0.9224,0.9676,0.9976,0.9406,1.0091,1.0197,1.0758,0.4419,0.2844,0.4310,0.6988,3.7372,6.5140,7.3075,7.6324,1.5459,1.3949,2.2307,2.1625,1.9157,0.9653,0.8990,0.2891,0.2112,0.7528,1.4019,2.7634,1.1249,2.1925,1.1259
2024-04-20,13.3143,0.2978,0.3966,14.6611,0.2858,0.3772,14.4242,0.3164,0.4187,13.8972,13.2296,0.2301,0.3291,16.1747,0.2273,0.4290,15.0783,0.2861,0.7319,14.0561,13.2065,0.2936,1.0923,17.1389,0.3056,1.3948,16.0935,0.2805,1.6226,15.0448,13.2577,0.2922,0.4214,15.0943,0.3092,0.5864,14.8305,0.3238,0.5700,14.3382,13.2708,0.2523,0.3957,16.0509,0.2437,0.4828,15.9824,0.2380,0.3279,15.5239,13.1551,0.2004,0.3017,16.7420,0.1909,0.3185,16.7436,0.2212,0.2596,16.2314,13.2131,0.3663,0.4103,14.3733,0.3238,0.6789,14.1214,0.3693,0.6218,13.8485,12.2452,0.3183,0.2972,14.3189,0.2912,0.3532,14.2446,0.2918,0.2344,14.0450,13.2359,0.3078,0.3366,15.1482,0.2909,0.4155,15.0076,0.2075,0.1516,14.7133,13.3233,0.3255,0.3278,14.1422,0.3380,0.4824,14.2161,0.3079,0.2950,13.9795,13.2325,0.2769,0.2582,15.2946,0.2369,0.4191,14.9193,0.2184,0.4710,14.3710,13.2745,0.0846,0.2514,16.5952,0.2151,0.9960,15.4381,0.1864,0.8497,14.7369,58.7741,0.3680,29.8313,0.0820,251.4330,0.0000,4.1193,196.5292,56.7588,56.3697,0.3041,0.2574,0.2900,0.3123,0.2430,0.2084,0.3572,0.2983,0.2534,0.3198,0.2376,0.1681,1.0620,0.8804,0.9261,0.9224,0.9958,1.3636,1.9856,2.4824,1.7593,1.1258,0.9586,1.1994,1.1485,1.2292,1.3526,3.6560,1.3526,1.1125,0.9731,0.9722,0.9676,1.0102,0.9457,0.9096,1.0249,0.9677,0.9361,1.0148,0.9932,0.9904,0.9393,0.9554,0.9773,0.9214,0.9725,0.9982,0.9990,0.6043,0.8091,0.7119,0.8339,2.7548,4.9651,5.3315,6.6496,1.2509,1.4061,2.1048,1.1514,0.8427,0.5014,1.3438,0.4172,0.1784,0.9247,1.1664,1.9539,1.1170,1.2560,1.5073
2024-04-21,13.3067,0.3984,0.4916,13.9023,0.3758,0.4822,13.9541,0.4040,0.5077,13.7311,13.2251,0.3474,0.4646,15.2237,0.3242,0.5884,14.9832,0.3752,0.9158,14.5228,13.2114,0.5275,2.4640,16.1593,0.4935,2.1610,15.8979,0.4492,2.3882,15.4054,13.2494,0.3452,0.5054,14.1566,0.3576,0.5898,13.8029,0.3659,0.4659,13.7030,13.2631,0.3259,0.4602,14.8141,0.3196,0.5542,15.0522,0.3137,0.4798,15.1321,13.1545,0.2991,0.3752,16.2184,0.2891,0.4600,16.2479,0.3077,0.3744,16.1842,13.2056,0.3322,0.3804,14.4151,0.2995,0.6056,13.7485,0.3507,0.5397,13.4034,12.2343,0.2847,0.2852,14.1035,0.2653,0.3312,13.8747,0.2581,0.2116,13.5936,13.2190,0.2871,0.3296,15.0308,0.2780,0.4011,14.6427,0.1822,0.1411,14.1624,13.3159,0.2887,0.3061,14.0393,0.3043,0.4512,13.9624,0.2967,0.2905,13.6135,13.2182,0.2515,0.2440,14.7726,0.2158,0.3897,14.3511,0.2360,0.4933,13.9715,13.2648,0.0927,0.2656,15.9328,0.2180,1.0057,14.9945,0.1794,0.7757,14.5398,55.0369,0.3997,26.6887,0.0717,284.3899,0.0000,2.8156,128.5156,56.7780,56.3686,0.3955,0.3555,0.4799,0.3586,0.3182,0.3009,0.3333,0.2665,0.2324,0.2966,0.2349,0.1674,1.1546,1.0509,1.1038,1.0661,1.0141,1.1964,1.7655,1.7085,1.4605,1.1510,0.9843,1.1821,1.1318,1.2291,1.0933,3.1041,1.2759,1.0153,0.9998,1.0118,1.0021,1.0320,0.9953,0.9599,0.9943,0.9781,0.9524,1.0236,0.9847,0.9846,0.9611,0.9673,0.9730,0.9639,0.9771,0.9741,0.9740,0.8176,1.0909,1.0128,1.0616,1.9099,6.5621,4.6996,6.3830,1.2419,1.3423,1.8576,1.1693,0.8500,0.4289,1.2515,0.3989,0.1819,1.1028,1.1173,1.5958,1.1238,1.1347,1.3884
2024-04-22,13.2789,0.3751,0.4704,13.6494,0.3497,0.4461,13.5417,0.3841,0.4752,13.1805,13.1977,0.3288,0.4395,14.7184,0.3056,0.5438,14.4193,0.3680,0.8635,14.0542,13.1839,0.5077,2.6661,16.0064,0.4927,2.4052,15.5579,0.4424,2.3594,15.0757,13.2169,0.3208,0.4802,14.4111,0.3382,0.5711,13.8305,0.3482,0.4772,13.4816,13.2360,0.3118,0.4808,14.9402,0.3010,0.5461,14.7880,0.3012,0.4380,14.5361,13.1332,0.2813,0.3653,15.9445,0.2734,0.4563,15.7257,0.2912,0.3486,15.4174,13.1821,0.3113,0.3679,14.7045,0.2910,0.5877,13.8992,0.3434,0.5181,13.4438,12.1152,0.2675,0.2763,14.1576,0.2552,0.3236,13.8634,0.2464,0.2064,13.5403,13.1963,0.2739,0.3264,15.1395,0.2699,0.3971,14.6766,0.1704,0.1358,14.1058,13.2918,0.2697,0.2940,14.1156,0.2903,0.4423,14.0097,0.2908,0.2911,13.5843,13.2010,0.2348,0.2368,14.9261,0.2071,0.3776,14.3374,0.2346,0.4937,13.8983,13.2317,0.0970,0.2926,16.4075,0.2225,1.0268,15.1368,0.1767,0.7424,14.5662,61.5733,0.3450,27.6039,0.0748,274.1334,0.0000,5.1670,193.4944,57.5595,56.9479,0.3732,0.3426,0.4713,0.3389,0.3038,0.2843,0.3223,0.2539,0.2212,0.2854,0.2278,0.1682,1.1691,1.0340,1.1030,1.0542,1.0151,1.2219,1.8058,1.8027,1.5191,1.1542,1.0026,1.1808,1.1391,1.2321,1.0502,2.8273,1.2133,0.9643,0.9598,0.9800,0.9777,0.9881,0.9752,0.9669,1.0006,0.9889,0.9779,1.0391,0.9922,0.9897,0.9551,0.9675,0.9743,0.9437,0.9703,0.9684,0.9809,0.7812,0.9957,0.9146,0.9956,1.9720,7.2974,5.2707,6.7691,1.2510,1.3288,1.7794,1.1678,0.8569,0.4181,1.1258,0.3868,0.1829,1.1014,1.1277,1.6581,1.1292,1.1145,1.3146
2024-04-23,13.2704,0.3600,0.4676,14.1392,0.3340,0.4353,13.7086,0.3731,0.4657,13.1455,13.1814,0.3134,0.4284,15.2273,0.2961,0.5331,14.5393,0.3628,0.8375,14.0404,13.1712,0.4966,2.7129,17.2610,0.4868,2.4478,16.1114,0.4377,2.3386,15.2276,13.1962,0.3052,0.4673,15.4049,0.3260,0.5663,14.2892,0.3356,0.4758,13.6710,13.2207,0.2995,0.4747,15.7623,0.2860,0.5305,15.0575,0.2930,0.4186,14.5436,13.1124,0.2658,0.3534,16.6340,0.2589,0.4439,15.8767,0.2812,0.3330,15.3148,13.1685,0.2917,0.3621,15.9778,0.2844,0.5806,14.4145,0.3389,0.5091,13.7028,12.1225,0.2543,0.2732,14.7812,0.2480,0.3205,14.2132,0.2393,0.2043,13.7511,13.1855,0.2602,0.3263,15.9677,0.2627,0.3979,15.1245,0.1621,0.1325,14.3291,13.2690,0.2529,0.2842,14.8837,0.2778,0.4358,14.4779,0.2861,0.2923,13.8144,13.1777,0.2196,0.2335,16.0476,0.2000,0.3730,14.9002,0.2321,0.4971,14.1843,13.2113,0.0986,0.3261,18.0807,0.2310,1.0657,15.9531,0.1759,0.7291,14.9969,65.6109,0.3019,30.0704,0.0834,286.6746,0.0000,6.4851,174.1712,60.6874,59.8305,0.3600,0.3338,0.4647,0.3256,0.2929,0.2718,0.3135,0.2452,0.2118,0.2757,0.2209,0.1703,1.1797,1.0245,1.1116,1.0465,1.0352,1.2386,1.8693,1.8808,1.5565,1.1538,1.0239,1.1848,1.1579,1.2402,1.0310,2.6405,1.1378,0.9215,0.9261,0.9600,0.9616,0.9676,0.9657,0.9654,1.0350,1.0143,0.9943,1.0708,0.9956,0.9919,0.9258,0.9543,0.9695,0.8964,0.9487,0.9555,1.0015,0.7687,0.9789,0.9027,1.0049,2.0009,7.6738,5.5149,7.0235,1.2739,1.3323,1.7420,1.1705,0.8592,0.4111,1.0066,0.3735,0.1817,1.1057,1.1398,1.7101,1.1371,1.1098,1.2432
2024-04-24,13.2671,0.3462,0.4542,14.1200,0.3209,0.4252,13.8424,0.3642,0.4616,13.3134,13.1803,0.2996,0.4136,15.2813,0.2873,0.5261,14.6940,0.3589,0.8236,14.2142,13.1669,0.4812,2.6628,17.3018,0.4791,2.4383,16.3403,0.4343,2.3244,15.5227,13.1960,0.2894,0.4367,15.2406,0.3161,0.5573,14.4011,0.3261,0.4741,13.8904,13.2114,0.2846,0.4455,15.5412,0.2731,0.5076,15.1026,0.2866,0.4073,14.6651,13.1167,0.2483,0.3295,16.5007,0.2446,0.4232,15.8534,0.2730,0.3191,15.3575,13.1680,0.2703,0.3432,16.1940,0.2786,0.5739,14.8331,0.3361,0.5070,14.1114,12.0884,0.2433,0.2678,15.0494,0.2426,0.3182,14.5535,0.2340,0.2036,14.0927,13.1799,0.2470,0.3191,16.1621,0.2565,0.3973,15.4289,0.1557,0.1303,14.6574,13.2662,0.2344,0.2666,15.0479,0.2649,0.4252,14.7994,0.2822,0.2938,14.1737,13.1814,0.2048,0.2239,16.1778,0.1937,0.3676,15.2651,0.2292,0.5011,14.5963,13.2132,0.0972,0.3382,18.0631,0.2363,1.0911,16.3478,0.1750,0.7223,15.4667,63.6496,0.2980,26.4513,0.0720,293.5397,0.0000,4.0199,187.7135,60.2293,59.6253,0.3488,0.3262,0.4573,0.3144,0.2827,0.2597,0.3053,0.2385,0.2037,0.2659,0.2142,0.1709,1.1960,1.0153,1.1167,1.0529,1.0521,1.2524,1.9390,1.9588,1.5912,1.1532,1.0522,1.1909,1.1880,1.2527,1.0209,2.5419,1.0861,0.8899,0.9385,0.9621,0.9586,0.9855,0.9731,0.9693,1.0464,1.0303,1.0108,1.0731,1.0024,0.9956,0.9355,0.9538,0.9655,0.9095,0.9443,0.9477,1.0414,0.7631,0.9737,0.9287,1.0365,2.0220,8.0790,5.7618,7.2856,1.2870,1.3497,1.7258,1.1967,0.8657,0.4063,0.9486,0.3642,0.1804,1.1095,1.1538,1.7608,1.1481,1.1132,1.1924
2024-04-25,13.3493,0.3346,0.4397,13.9174,0.3106,0.4166,13.8798,0.3571,0.4588,13.4217,13.2741,0.2884,0.3992,15.0157,0.2804,0.5202,14.7522,0.3559,0.8142,14.3372,13.2563,0.4625,2.5532,16.4479,0.4703,2.4030,16.2704,0.4305,2.3068,15.7026,13.3094,0.2740,0.3974,14.2130,0.3082,0.5452,14.2975,0.3191,0.4717,13.9999,13.3072,0.2700,0.4130,14.8018,0.2627,0.4847,14.9868,0.2814,0.3987,14.7011,13.2080,0.2329,0.3008,15.4134,0.2340,0.4050,15.5574,0.2658,0.3050,15.3083,13.2570,0.2495,0.3163,15.4791,0.2739,0.5660,15.0398,0.3343,0.5062,14.4179,12.2163,0.2336,0.2581,14.9987,0.2384,0.3148,14.7132,0.2300,0.2030,14.3134,13.2648,0.2363,0.3059,15.7645,0.2516,0.3943,15.5104,0.1508,0.1284,14.8877,13.3644,0.2187,0.2483,14.9238,0.2509,0.4119,14.9453,0.2791,0.2945,14.4365,13.2757,0.1924,0.2116,15.6884,0.1888,0.3612,15.3702,0.2265,0.5024,14.8354,13.3149,0.0941,0.3326,16.8056,0.2391,1.1014,16.3715,0.1749,0.7160,15.7373,56.1424,0.4045,30.8414,0.0855,147.6259,0.0000,4.7757,192.6833,57.3970,57.6274,0.3399,0.3202,0.4485,0.3051,0.2739,0.2496,0.2980,0.2330,0.1974,0.2569,0.2085,0.1708,1.2213,1.0079,1.1193,1.0683,1.0672,1.2649,1.9864,2.0100,1.6194,1.1410,1.0918,1.1979,1.2144,1.2624,1.0158,2.5126,1.0525,0.8617,0.9813,0.9712,0.9588,1.0148,0.9845,0.9753,1.0664,1.0457,1.0258,1.0369,1.0063,0.9987,0.9573,0.9575,0.9648,0.9416,0.9476,0.9460,1.1070,0.7641,0.9728,0.9667,1.0734,2.0422,8.4875,5.9340,7.5663,1.2735,1.3740,1.7191,1.2201,0.8718,0.4041,0.9208,0.3580,0.1794,1.1141,1.1690,1.7965,1.1599,1.1174,1.1558
2024-04-26,13.4027,0.3254,0.4221,13.1821,0.3023,0.4033,13.3678,0.3515,0.4525,13.1958,13.3517,0.2798,0.3809,14.0440,0.2748,0.5069,14.1179,0.3532,0.7977,13.9918,13.3012,0.4413,2.4059,14.9144,0.4567,2.3121,15.1688,0.4200,2.2464,15.0676,13.4020,0.2629,0.3653,13.1984,0.3017,0.5250,13.4999,0.3137,0.4632,13.5540,13.3820,0.2583,0.3841,13.7669,0.2548,0.4579,14.1849,0.2774,0.3866,14.1982,13.2370,0.2232,0.2796,14.1399,0.2273,0.3848,14.4838,0.2594,0.2865,14.5515,13.3107,0.2341,0.2908,14.2508,0.2695,0.5465,14.3230,0.3319,0.4978,14.1169,12.3728,0.2264,0.2453,14.1335,0.2353,0.3053,14.1073,0.2268,0.1993,13.9231,13.3432,0.2288,0.2897,14.5810,0.2477,0.3814,14.6484,0.1466,0.1244,14.3943,13.4359,0.2081,0.2320,14.0703,0.2434,0.3966,14.2654,0.2761,0.2902,14.0783,13.3188,0.1839,0.1996,14.5205,0.1855,0.3487,14.6087,0.2236,0.4945,14.3971,13.4086,0.0924,0.3206,15.0920,0.2367,1.0830,15.4921,0.1752,0.7019,15.3316,50.9788,0.6394,38.3750,0.1149,121.0816,0.1575,4.9949,138.9625,55.4916,55.8910,0.3327,0.3152,0.4345,0.2980,0.2670,0.2423,0.2919,0.2288,0.1924,0.2509,0.2042,0.1699,1.2375,1.0022,1.1206,1.0834,1.0783,1.2731,1.9771,2.0089,1.6190,1.1250,1.1075,1.2020,1.2309,1.2684,1.0142,2.4827,1.0484,0.8402,1.0005,0.9904,0.9736,1.0206,0.9953,0.9855,1.0546,1.0472,1.0355,1.0127,1.0040,1.0028,0.9739,0.9658,0.9671,0.9658,0.9508,0.9453,1.1560,0.7683,0.9769,0.9916,1.1070,2.0636,8.6064,6.0084,7.8410,1.2531,1.3778,1.7155,1.2293,0.8756,0.4030,0.9043,0.3532,0.1781,1.1164,1.1807,1.7929,1.1631,1.1208,1.1361
2024-04-27,13.4557,0.3210,0.4095,12.3435,0.2970,0.3922,12.7428,0.3475,0.4454,12.8100,13.4154,0.2753,0.3658,12.9518,0.2715,0.4947,13.3444,0.3513,0.7800,13.4749,13.3519,0.4236,2.2674,13.1616,0.4427,2.2125,13.8388,0.4073,2.1753,14.1709,13.4626,0.2643,0.3512,12.0415,0.2982,0.5086,12.6528,0.3102,0.4537,12.9999,13.4313,0.2539,0.3664,12.5801,0.2501,0.4371,13.3206,0.2744,0.3746,13.5876,13.2872,0.2283,0.2757,12.7439,0.2245,0.3694,13.3906,0.2539,0.2705,13.7337,13.3602,0.2263,0.2726,12.7794,0.2665,0.5273,13.3780,0.3296,0.4872,13.5555,12.3721,0.2223,0.2371,13.1475,0.2334,0.2967,13.3458,0.2243,0.1951,13.3356,13.3897,0.2283,0.2792,13.2516,0.2453,0.3680,13.6139,0.1433,0.1200,13.6816,13.4924,0.2056,0.2225,13.0333,0.2400,0.3850,13.4178,0.2739,0.2846,13.5084,13.3673,0.1795,0.1903,13.1207,0.1834,0.3363,13.6146,0.2215,0.4839,13.7109,13.4642,,,,,,,,,,45.3681,0.8772,41.7254,0.1303,91.4889,0.5346,2.0685,91.0399,52.4918,53.1990,0.3283,0.3124,0.4202,0.2957,0.2632,0.2402,0.2880,0.2261,0.1900,0.2484,0.2015,,1.2148,0.9961,1.1203,1.0847,1.0855,1.2804,1.8571,1.9717,1.6037,1.1007,1.1105,1.2032,1.2379,1.2726,1.0126,,,,1.0269,1.0073,0.9855,1.0298,1.0019,0.9918,1.0322,1.0334,1.0318,0.9804,0.9969,1.0035,1.0030,0.9804,0.9727,,,,1.1666,0.7711,0.9818,0.9986,1.1318,2.0825,8.2305,5.9889,8.0436,1.2251,1.3695,1.7117,1.2460,0.8824,0.4033,,,,1.1101,1.1869,1.7496,1.1596,1.1220,
